"ID","AGE","GENDER","RACE","DRIVING_EXPERIENCE","EDUCATION","INCOME","CREDIT_SCORE","VEHICLE_OWNERSHIP","VEHICLE_YEAR","MARRIED","CHILDREN","POSTAL_CODE","ANNUAL_MILEAGE","VEHICLE_TYPE","SPEEDING_VIOLATIONS","DUIS","PAST_ACCIDENTS","OUTCOME"
193110,"1","0","1","1","2","2",0.551970181363628,"1","0","1","0",10238,"14000","1","0","0","0",0
98515,"2","1","1","1","1","2",0.626996049738665,"1","0","0","0",10238,"13000","0","1","1","0",0
165623,"1","1","1","1","0","0",0.294797480771997,"1","0","1","0",10238,"15000","0","0","0","1",0
493590,"1","1","1","1","2","2",0.551950495261839,"0","1","0","0",10238,"17000","0","0","0","1",0
389792,"3","1","1","0","2","3",0.649820471216227,"1","1","1","1",32765,"9000","0","0","0","0",1
642614,"2","1","1","2","1","2",0.521804434639763,"1","1","1","1",92101,"7000","0","2","0","1",0
951465,"3","0","1","3","2","3",0.70126832406042,"1","0","1","1",10238,"10000","0","3","1","1",0
496987,"0","1","1","0","0","0",0.171244028821321,"1","0","1","1",10238,"9000","0","0","0","0",0
732437,"0","1","1","0","0","0",0.318441997212417,"1","0","0","1",32765,"10000","0","0","0","0",1
146897,"1","0","1","0","1","2",0.604684269671555,"1","0","1","1",21217,"11000","0","0","0","0",1
316173,"0","1","1","0","2","1",0.504994852644038,"0","1","0","0",32765,"8000","0","0","0","0",1
9013,"1","1","1","1","1","1",0.625146635281622,"1","0","0","1",10238,"17000","0","3","0","2",0
511757,"2","0","1","1","0","2",0.525032758615479,"1","0","1","1",10238,"11000","0","2","0","1",0
429947,"3","1","1","3","2","3",0.525032758615479,"0","1","0","1",10238,"12000","1","6","0","5",0
485660,"2","1","1","1","2","3",0.578130587321203,"1","0","0","1",92101,"14000","0","1","0","1",0
80496,"3","1","1","3","1","3",0.705454290213705,"1","0","1","1",10238,"10000","0","5","1","3",0
478336,"2","1","1","2","2","3",0.659525490587594,"1","1","0","1",10238,"16000","0","4","0","2",0
10843,"2","1","1","2","2","3",0.587383612046022,"0","1","1","1",32765,"9000","0","10","2","0",0
397446,"0","1","1","0","0","0",0.406482425397448,"0","0","0","0",10238,"16000","0","0","0","0",1
101678,"1","0","1","1","1","0",0.285747131959647,"0","0","0","1",10238,"13000","0","1","0","0",1
231661,"2","1","1","2","1","2",0.502284965273106,"0","0","0","0",10238,"14000","1","3","0","4",0
173782,"3","1","1","2","1","3",0.625625721021023,"1","1","1","1",10238,"7000","0","7","0","5",0
921097,"2","0","1","2","2","3",0.525032758615479,"1","1","1","1",92101,"11000","0","3","0","2",0
98839,"1","0","0","1","2","1",0.3931531299744,"1","0","0","1",32765,"12000","0","1","0","0",0
105372,"1","0","0","1","0","1",0.503949759816812,"0","0","0","1",10238,"14000","0","1","0","0",0
888828,"2","1","1","2","2","3",0.658627430257144,"1","0","1","0",10238,"14000","0","3","0","2",0
37454,"1","0","1","0","1","1",0.52414646575012,"0","0","0","0",10238,"17000","0","0","0","0",1
370044,"3","1","1","2","2","3",0.553100757062867,"0","1","1","1",32765,"7000","0","9","0","1",0
768282,"0","0","1","0","2","1",0.447550948914277,"0","0","1","1",10238,"8000","0","0","0","0",1
738729,"0","0","1","0","0","1",0.510733136506421,"1","0","1","1",10238,"7000","0","0","0","0",1
437535,"1","0","1","1","1","2",0.525032758615479,"1","1","1","0",10238,"15000","0","0","0","0",0
329536,"0","0","1","0","1","0",0.461373591726919,"0","0","0","0",32765,"9000","0","0","0","0",1
328531,"2","0","1","2","2","2",0.387556944364732,"0","1","0","1",32765,"12000","0","2","0","1",0
123941,"2","0","1","2","2","2",0.570157225661622,"1","1","1","1",10238,"12000","0","0","0","0",0
131881,"1","1","1","1","2","1",0.550125087574322,"1","0","0","0",10238,"16000","0","0","1","0",0
839572,"2","1","1","2","1","1",0.452944231609368,"0","0","1","1",10238,"12000","0","3","0","1",0
171578,"1","1","1","1","2","3",0.525032758615479,"1","0","1","1",10238,"8000","0","2","0","1",0
589757,"2","0","1","2","1","3",0.535274309660214,"1","0","1","1",92101,"7000","0","2","0","0",0
336859,"0","0","1","0","2","2",0.614735948563292,"1","0","0","1",10238,"15000","0","0","0","0",1
788111,"2","0","0","2","1","0",0.454447156432926,"1","0","1","1",10238,"12000","0","1","0","1",0
407453,"2","0","1","0","2","3",0.613740918381942,"1","0","0","0",10238,"12000","0","0","0","0",0
367026,"2","0","0","1","1","1",0.532661328025059,"1","0","1","1",10238,"11000","0","0","0","0",0
334687,"2","0","0","0","2","2",0.427728514301935,"1","0","0","0",10238,"15000","0","0","0","0",1
623367,"3","1","1","2","2","3",0.685945721371915,"1","0","1","1",32765,"5000","0","4","1","4",0
688440,"3","1","1","1","2","3",0.693612426718708,"1","0","1","1",10238,"10000","0","2","0","0",0
547974,"3","1","1","2","1","3",0.597990596358233,"0","0","1","1",10238,"12000","0","2","1","7",1
989064,"1","1","1","0","0","0",0.330818666498693,"0","1","1","1",10238,"12000","0","0","0","0",1
422816,"2","1","1","2","1","1",0.525032758615479,"1","0","0","0",10238,"12000","0","5","0","7",0
307408,"1","0","0","1","0","1",0.525032758615479,"1","0","0","1",10238,"9000","0","2","0","0",0
675898,"0","1","1","0","1","2",0.508304218380355,"1","0","0","1",10238,"16000","0","0","0","0",0
480452,"1","0","1","0","2","3",0.764132916500523,"1","0","1","1",10238,"12000","0","0","0","0",0
93199,"2","0","1","0","2","2",0.477516960383772,"1","1","1","1",10238,"14000","0","0","0","0",0
125802,"2","0","1","2","2","3",0.681233207848696,"1","0","1","1",10238,"10000","0","0","0","1",0
616663,"2","1","1","0","2","3",0.467155545700702,"1","1","0","0",10238,"16000","0","0","0","0",0
423497,"0","0","1","0","1","1",0.39416324549998,"1","0","0","0",10238,"16000","0","0","0","0",1
492837,"2","0","1","1","2","3",0.661060732273408,"1","1","1","1",10238,"14000","0","0","0","0",0
422563,"2","1","1","2","2","3",0.665187974843035,"0","0","0","1",10238,"14000","0","2","0","1",0
185231,"0","0","1","0","1","2",0.560770206632082,"1","0","0","1",10238,"11000","0","0","0","0",0
949152,"1","0","1","1","2","3",0.745432710369655,"0","1","0","0",32765,"9000","0","0","0","0",0
859453,"1","1","1","1","2","2",0.53257435224505,"1","0","1","1",10238,"13000","0","1","0","2",0
466578,"1","0","1","1","1","2",0.526747339143442,"1","1","0","1",10238,"14000","0","0","0","0",0
998214,"0","0","0","0","0","0",0.412451746165428,"0","0","0","0",10238,"14000","0","0","0","0",1
828462,"2","1","1","2","1","1",0.38710714490183,"0","0","0","1",10238,"16000","0","0","0","6",0
511837,"3","1","1","1","1","2",0.549993867834325,"1","0","1","1",32765,"9000","0","3","1","1",0
554995,"0","1","1","0","2","3",0.58534209475756,"1","0","1","1",10238,"12000","1","0","0","0",1
680717,"3","1","1","3","0","2",0.598739605434331,"1","0","1","1",10238,"14000","0","6","1","3",0
978021,"2","1","1","2","2","3",0.602655700079179,"1","1","1","1",10238,"7000","0","4","0","6",0
509815,"1","0","1","0","1","1",0.511457058480353,"1","1","1","1",32765,"12000","0","0","0","0",0
6676,"2","0","1","2","1","3",0.558659173528889,"0","0","0","1",10238,"15000","0","3","0","2",0
362280,"2","1","1","1","1","1",0.62840701371703,"0","0","0","0",10238,"13000","0","0","0","0",1
883018,"2","1","1","0","1","1",0.505790373257178,"1","0","0","1",10238,"13000","0","0","0","0",0
889355,"1","0","1","1","2","3",0.726818418064528,"1","0","1","1",10238,"15000","0","2","0","0",0
198273,"3","1","1","2","2","3",0.690442333573318,"1","1","1","1",32765,"9000","0","8","0","2",0
197763,"2","1","1","2","2","3",0.479677164661931,"0","1","1","0",10238,"14000","0","1","0","2",0
55670,"1","1","1","1","2","3",0.525032758615479,"1","1","1","1",10238,"11000","0","3","1","0",0
545941,"2","0","1","2","0","1",0.440559204196823,"1","1","1","1",10238,"11000","0","1","0","2",0
814196,"0","0","1","0","0","2",0.634052597196068,"1","0","0","1",32765,"12000","0","0","0","0",1
560160,"0","0","1","0","1","0",0.457469587994367,"0","0","0","0",10238,"12000","0","0","0","0",0
320444,"1","1","1","0","0","0",0.308649018200494,"0","0","0","1",10238,"14000","0","0","0","0",0
305793,"0","1","1","0","1","0",0.245835185234074,"0","0","1","1",10238,"11000","0","0","0","0",1
362190,"0","1","1","0","1","0",0.305646519041316,"0","0","0","0",10238,"14000","0","0","0","0",1
62647,"1","1","1","1","1","3",0.744014086268148,"1","0","0","0",10238,"13000","0","2","0","1",0
296948,"2","1","1","1","2","3",0.670464546789941,"1","1","1","1",10238,"14000","0","0","0","0",0
673660,"3","0","1","3","1","3",0.683040798482419,"0","1","1","1",10238,"10000","0","4","1","3",0
945867,"0","1","1","0","2","2",0.828628569053192,"1","0","0","0",10238,"13000","0","0","0","0",1
391880,"3","1","1","3","0","2",0.525032758615479,"1","0","1","1",32765,"10000","0","12","2","2",0
241973,"3","0","1","3","1","3",0.629338093971741,"1","0","1","0",10238,"11000","0","2","0","2",0
429503,"0","1","1","0","1","0",0.28372421050714,"0","0","0","1",10238,"15000","0","0","0","0",1
810013,"0","1","1","0","2","1",0.457648681585843,"1","1","0","0",10238,"14000","1","0","0","0",1
663458,"0","0","1","0","1","0",0.304987642393795,"0","0","0","0",10238,"15000","0","0","0","0",1
879976,"0","1","1","0","1","1",0.551744288413539,"0","0","1","1",32765,"10000","0","0","0","0",1
418841,"0","1","0","0","0","0",0.318685556245105,"1","0","1","0",32765,"9000","0","0","0","0",1
542236,"1","1","0","1","0","1",0.436944194154781,"1","0","0","0",10238,"12000","0","3","0","0",0
937573,"2","1","1","1","2","3",0.629193984322172,"1","0","1","1",32765,"7000","0","5","0","1",0
670850,"0","1","1","0","2","1",0.405560015888726,"1","0","0","0",10238,"17000","0","0","0","0",1
151252,"0","1","1","0","2","2",0.62354621158032,"1","0","1","0",10238,"11000","0","0","0","0",0
706349,"3","1","1","1","2","3",0.727032989782123,"1","0","1","1",10238,"10000","0","1","1","2",0
602998,"3","1","1","2","0","1",0.426828388879915,"1","0","1","0",10238,"14000","0","3","1","7",0
242772,"1","0","1","1","0","2",0.503658970448773,"1","0","0","1",10238,"10000","0","1","2","0",0
393449,"1","0","1","1","1","2",0.525032758615479,"0","0","0","0",10238,"12000","0","2","0","0",0
380740,"3","1","1","3","2","3",0.726440001845529,"1","1","1","1",10238,"7000","0","2","0","3",0
938115,"0","0","1","0","0","0",0.24449009312408,"0","0","0","1",32765,"12000","0","0","0","0",1
727943,"0","1","1","0","2","2",0.575770797450963,"1","0","0","0",10238,"11000","0","0","0","0",1
766309,"0","1","1","0","1","0",0.525032758615479,"0","0","0","0",10238,"10000","1","0","0","0",1
261229,"0","1","1","0","2","1",0.468671965728324,"1","1","0","1",32765,"9000","0","0","0","0",1
60866,"3","1","1","2","2","3",0.697083455846478,"0","1","0","1",10238,"13000","0","3","0","2",0
752797,"2","0","1","2","1","1",0.542918107942303,"1","0","0","0",10238,"15000","0","1","1","0",0
45002,"3","1","1","3","1","3",0.672256253514129,"1","0","1","1",10238,"9000","0","4","1","2",0
482448,"0","1","1","0","0","0",0.386406618570331,"0","0","0","0",32765,"8000","0","0","0","0",1
549142,"0","1","1","0","2","2",0.551297833071367,"1","0","1","1",10238,"12000","0","0","0","0",1
95138,"2","1","1","2","1","2",0.598557025424425,"0","1","1","0",10238,"14000","0","4","1","4",0
851152,"1","0","1","1","0","1",0.525032758615479,"0","0","1","1",10238,"12000","0","0","0","1",0
615991,"2","0","1","2","1","3",0.582421994608741,"1","1","1","1",10238,"11000","0","2","0","1",0
424820,"1","0","0","1","1","2",0.540182723180248,"1","0","1","1",10238,"12000","0","0","0","1",0
807847,"3","1","1","2","2","3",0.633013947512296,"1","1","0","1",10238,"14000","0","3","1","4",0
758983,"2","1","1","2","1","2",0.552204630296896,"1","1","1","0",32765,"12000","0","6","0","3",0
987114,"1","0","1","0","2","2",0.326681610178118,"0","0","0","0",10238,"16000","0","0","0","0",1
873457,"2","1","0","2","1","2",0.588082542404732,"1","0","1","1",10238,"13000","0","7","1","1",0
699703,"3","0","1","0","2","3",0.702274802097571,"0","0","1","1",92101,"10000","0","0","0","0",1
563342,"3","0","1","0","2","3",0.726605539197577,"1","0","0","1",10238,"13000","0","0","0","0",0
504412,"1","1","1","1","2","1",0.525032758615479,"0","0","1","1",10238,"12000","0","3","2","3",1
284106,"3","1","1","3","2","3",0.73238212135242,"1","0","1","1",10238,"12000","0","5","1","5",0
78189,"0","0","1","0","0","0",0.201283921182776,"1","0","0","0",32765,"12000","0","0","0","0",1
427520,"1","1","1","1","2","2",0.464160707631185,"0","0","0","0",10238,"16000","0","0","1","0",0
689030,"2","0","1","2","2","3",0.657967742805304,"1","1","1","0",92101,"13000","0","1","0","1",0
966467,"3","1","1","3","2","3",0.600216155430966,"1","0","1","1",10238,"13000","0","5","2","4",0
288712,"3","1","1","3","2","3",0.666376018164496,"1","1","1","1",10238,"12000","0","3","0","7",0
228114,"1","1","1","0","1","1",0.403147280231377,"1","0","1","1",10238,"10000","0","0","0","0",0
63715,"3","1","1","2","2","3",0.416935044130107,"1","0","0","1",10238,"13000","0","5","1","5",0
624077,"3","0","1","3","0","3",0.594879713677891,"1","0","1","1",32765,"8000","1","10","0","1",0
726352,"1","1","0","1","0","0",0.380426503462067,"0","0","1","1",10238,"16000","0","1","0","1",0
150072,"0","0","1","0","0","0",0.525032758615479,"0","0","0","0",21217,"14000","0","0","0","0",1
792396,"3","0","1","3","2","3",0.680617632406099,"1","0","1","1",10238,"12000","0","1","2","2",0
768933,"2","1","0","0","1","1",0.355950469993869,"1","0","0","1",10238,"16000","0","0","0","0",1
452356,"2","0","1","1","0","2",0.525032758615479,"1","0","0","1",32765,"10000","0","2","0","0",0
849811,"3","0","0","3","1","3",0.587831426389767,"1","1","1","0",32765,"12000","1","3","0","1",0
579336,"3","0","1","1","2","3",0.573388042602955,"1","1","1","1",10238,"10000","0","0","0","2",0
648922,"0","1","1","0","2","2",0.296406282823781,"1","0","0","0",10238,"13000","0","0","0","0",1
47909,"3","1","1","1","2","3",0.429509698620844,"1","0","1","1",10238,"10000","0","1","0","4",0
619577,"3","0","1","3","2","3",0.688568718619446,"1","1","0","1",92101,"11000","0","2","0","0",0
212678,"3","0","1","2","2","3",0.700017431968704,"1","1","0","1",32765,"13000","0","1","0","1",0
579720,"1","1","1","1","2","1",0.449588631037941,"0","0","0","1",10238,"12000","1","0","0","1",1
995884,"2","0","1","2","2","3",0.690045581877834,"1","1","1","0",10238,"11000","0","2","1","1",0
226326,"2","0","0","1","2","1",0.496029873051001,"1","1","0","0",10238,"13000","0","0","0","1",0
943922,"1","1","1","1","2","3",0.65634576251654,"0","1","1","1",32765,"6000","0","8","0","0",0
510116,"2","1","1","0","1","2",0.498356625994165,"1","1","0","1",10238,"12000","0","0","0","0",0
536546,"0","0","1","0","2","2",0.546382543103348,"1","0","1","1",10238,"12000","0","0","0","0",0
75592,"2","0","1","1","1","1",0.315862876709166,"1","0","0","1",10238,"11000","0","0","0","1",0
487116,"1","1","1","1","0","1",0.530064317118157,"1","0","0","0",10238,"12000","0","1","0","2",1
936820,"1","0","1","1","1","1",0.357839172071144,"1","0","0","1",32765,"12000","0","1","0","0",1
634050,"3","1","1","1","2","3",0.672756052841708,"1","1","1","1",10238,"9000","0","1","0","2",0
307397,"2","1","1","2","2","3",0.741999376030116,"1","1","0","1",10238,"12000","0","2","0","2",0
558748,"3","0","1","3","2","3",0.622651978994974,"1","1","1","1",10238,"11000","0","1","0","0",0
856630,"0","0","1","0","1","2",0.480140667716301,"0","1","0","0",32765,"14000","0","0","0","0",1
200009,"3","1","1","3","2","3",0.678795430982943,"1","1","1","1",10238,"11000","0","5","1","3",0
784462,"3","1","1","3","2","3",0.525032758615479,"1","0","1","1",32765,"10000","0","13","1","6",0
792252,"2","0","1","2","2","3",0.515246708012588,"1","1","0","1",10238,"12000","0","2","0","1",0
462586,"1","1","1","1","0","1",0.489920598632577,"1","0","0","1",10238,"13000","0","3","0","1",0
577965,"3","1","1","3","1","2",0.421957948613267,"1","0","0","1",10238,"11000","0","4","0","6",0
818248,"2","1","1","2","2","3",0.584354849666295,"1","0","0","0",10238,"12000","0","1","0","2",0
491438,"0","1","1","0","0","0",0.525032758615479,"0","0","0","0",10238,"9000","0","0","0","0",1
896587,"3","0","1","3","1","3",0.55815696989358,"1","1","0","1",10238,"14000","0","0","0","0",0
431538,"0","1","1","0","1","0",0.19414954837432,"0","0","1","0",10238,"12000","1","0","0","0",1
164516,"0","1","1","0","1","0",0.300497330390378,"0","0","0","0",10238,"13000","0","0","0","0",1
479577,"2","0","1","2","2","3",0.667090691849856,"1","1","1","1",10238,"7000","0","4","0","0",0
395233,"2","1","1","0","1","3",0.613072407907405,"1","0","1","0",10238,"12000","0","0","0","0",1
221838,"2","1","1","1","2","3",0.525032758615479,"1","1","1","0",10238,"11000","0","3","0","2",0
938476,"1","1","0","1","1","2",0.595281762970913,"1","0","1","1",32765,"8000","0","1","0","1",0
112454,"1","1","1","0","0","0",0.348235788293383,"0","0","1","1",32765,"7000","0","0","0","0",1
91246,"1","1","1","1","1","1",0.356639671474586,"1","1","1","1",10238,"8000","0","3","0","1",0
2743,"1","0","1","1","0","1",0.34865912694298,"0","0","1","0",21217,"12000","0","0","0","0",1
248888,"2","1","1","0","1","2",0.559468486091557,"1","0","0","1",32765,"12000","0","0","0","0",1
195523,"0","1","1","0","1","0",0.514483730987584,"0","0","0","0",10238,"12000","0","0","0","0",1
981926,"2","0","1","2","2","3",0.562638406066887,"1","1","0","1",10238,"13000","0","2","1","0",0
593426,"2","1","1","2","2","2",0.571724625285796,"1","0","0","1",32765,"15000","0","2","2","1",0
235574,"3","0","1","3","2","3",0.651007869017158,"1","1","1","1",10238,"12000","0","5","0","2",0
440993,"0","1","1","0","2","1",0.370734817356791,"1","0","0","0",10238,"12000","0","0","0","0",1
446993,"0","1","1","0","1","0",0.305145077681343,"1","0","0","0",10238,"14000","0","0","0","0",0
82684,"1","1","1","1","2","3",0.574414421675844,"1","0","0","0",32765,"12000","0","2","0","5",1
301242,"1","0","1","1","2","2",0.450014568082603,"1","0","0","1",10238,"13000","0","1","0","1",0
784122,"1","1","1","1","2","3",0.636449095926164,"1","0","1","1",10238,"12000","0","0","1","4",0
884967,"3","1","1","3","2","3",0.457671702936089,"0","0","1","1",10238,"12000","0","4","0","8",0
7722,"1","0","0","0","1","0",0.33574737320071,"0","0","0","1",10238,"15000","0","0","0","0",1
278557,"1","0","1","1","0","0",0.318694764891133,"0","0","0","1",32765,"12000","1","1","2","0",0
123443,"1","1","1","1","2","3",0.557840327195568,"1","1","1","1",10238,"10000","0","2","0","0",0
112143,"0","0","1","0","0","1",0.192427412428544,"0","0","0","1",32765,"11000","0","0","0","0",1
912138,"1","1","1","1","2","1",0.352824325135444,"0","0","1","1",32765,"11000","1","6","1","3",1
601305,"3","0","1","0","2","3",0.647569234863379,"0","1","1","1",10238,"11000","0","0","0","0",1
602274,"0","0","1","0","1","2",0.457236263443855,"1","1","0","0",92101,"10000","0","0","0","0",0
352099,"1","1","1","1","0","2",0.504246929175958,"1","0","0","1",10238,"13000","0","0","0","1",0
660400,"0","1","1","0","1","0",0.374962500678416,"1","0","0","1",10238,"15000","0","0","0","0",1
267614,"0","0","1","0","2","3",0.660315621298362,"1","0","0","1",10238,"11000","1","0","0","0",0
974380,"2","0","1","2","1","3",0.416917887374115,"1","0","0","1",32765,"12000","0","3","0","0",0
346585,"1","0","1","1","1","3",0.635084034775066,"1","0","1","0",10238,"17000","0","0","1","0",0
536135,"1","1","1","1","1","2",0.404928850740646,"1","0","1","1",92101,"11000","0","2","0","0",0
75569,"2","0","1","2","1","3",0.495628392632995,"0","1","1","0",10238,"11000","0","2","0","0",0
415320,"0","1","1","0","0","0",0.392177834965928,"0","0","1","0",10238,"12000","0","0","0","0",1
645135,"2","0","1","1","1","3",0.514945049613751,"1","1","1","1",10238,"11000","0","0","0","2",0
421596,"3","1","1","3","2","3",0.503222539279631,"1","1","1","1",10238,"9000","0","6","2","10",0
164636,"1","0","1","1","2","3",0.714033903120575,"1","0","1","1",21217,"11000","0","0","0","0",1
405100,"1","1","1","1","1","1",0.367051239514526,"0","0","1","0",10238,"14000","0","1","0","1",1
315223,"2","0","1","2","1","2",0.579392904362415,"1","0","0","0",92101,"13000","0","2","0","0",0
628723,"2","0","1","2","1","2",0.558470223640242,"1","0","0","1",10238,"10000","0","1","0","4",0
483693,"0","0","1","0","1","1",0.291977658205194,"0","0","0","1",32765,"12000","0","0","0","0",1
416795,"2","0","1","2","1","2",0.661584142119009,"1","0","0","1",32765,"12000","0","5","0","0",0
712973,"0","0","1","0","0","0",0.378829028833099,"0","0","0","0",10238,"17000","0","0","0","0",1
755061,"0","0","0","0","1","0",0.374070559017988,"1","0","0","0",10238,"15000","0","0","0","0",1
625426,"2","1","1","2","2","3",0.525032758615479,"1","0","0","0",10238,"13000","0","3","1","2",0
162614,"3","1","1","3","2","3",0.459378575152314,"1","0","1","1",10238,"13000","0","1","0","5",0
732843,"2","1","1","2","2","2",0.525032758615479,"1","0","0","0",10238,"15000","0","2","0","5",0
466761,"2","0","1","0","2","3",0.465450683757569,"1","1","1","1",10238,"11000","0","0","0","0",0
498232,"0","1","0","0","1","2",0.408686698091274,"1","0","0","1",32765,"9000","0","0","0","0",1
170391,"3","0","1","2","1","3",0.588802138502184,"1","0","1","1",10238,"11000","0","2","0","2",0
918640,"2","1","1","2","1","3",0.61502467895473,"1","0","1","1",32765,"7000","0","3","1","0",0
937134,"3","0","1","3","1","3",0.525032758615479,"1","0","1","1",32765,"8000","0","2","0","0",0
273764,"2","0","1","2","2","3",0.546460114054332,"1","1","1","1",10238,"8000","0","1","0","1",0
418555,"1","0","0","1","0","1",0.525032758615479,"1","0","0","0",10238,"16000","0","1","0","1",0
344228,"3","1","1","0","2","3",0.737994819837278,"1","1","1","0",10238,"17000","0","0","0","0",0
809278,"2","0","1","1","0","1",0.427373364270648,"1","0","0","1",32765,"10000","0","3","0","0",0
68145,"0","0","1","0","1","0",0.412991841442171,"0","0","0","0",10238,"12000","0","0","0","0",1
128369,"2","1","1","2","2","3",0.695323197086133,"0","0","1","1",32765,"7000","0","3","1","1",0
194925,"0","0","1","0","1","0",0.291234413467434,"0","0","0","1",10238,"13000","0","0","0","0",1
303507,"0","0","1","0","1","0",0.244133262998477,"0","0","1","1",10238,"11000","0","0","0","0",1
244931,"3","1","1","0","2","3",0.508274014852183,"1","1","1","1",10238,"9000","0","0","0","0",0
570030,"0","0","1","0","0","0",0.293258481258127,"1","0","0","1",10238,"14000","0","0","0","0",0
918038,"1","0","1","1","0","0",0.343641719082906,"0","0","0","0",10238,"13000","0","0","1","0",1
102325,"0","0","1","0","2","0",0.5033225200786,"0","0","0","0",10238,"15000","1","0","0","0",1
653061,"1","0","1","0","2","3",0.525032758615479,"0","1","0","1",10238,"12000","0","0","0","0",0
706892,"2","0","1","2","2","3",0.66305136906895,"1","1","1","1",10238,"12000","0","2","0","0",0
761911,"2","1","1","0","0","0",0.202708437944827,"0","0","0","1",32765,"11000","0","0","0","0",1
271656,"1","0","1","1","1","3",0.665343329329833,"1","0","1","1",32765,"12000","0","1","0","0",0
820690,"3","1","1","3","2","3",0.538623693287567,"1","1","1","1",10238,"9000","0","8","0","5",0
622930,"0","0","1","0","1","1",0.410136704788567,"0","0","0","0",10238,"15000","0","0","0","0",0
81394,"0","1","1","0","0","0",0.31364558461232,"1","0","0","1",10238,"13000","0","0","0","0",0
373844,"1","1","1","0","2","3",0.507324135620708,"1","0","0","1",32765,"12000","0","0","0","0",0
368392,"0","1","1","0","0","0",0.209507388382319,"0","0","0","1",10238,"14000","0","0","0","0",1
447175,"0","0","1","0","1","1",0.490724054263764,"1","0","0","0",10238,"15000","0","0","0","0",1
182095,"2","1","1","2","2","2",0.58149867431758,"1","0","1","1",10238,"14000","0","5","0","0",0
451696,"1","0","1","0","1","3",0.685035950524425,"1","0","0","1",10238,"12000","0","0","0","0",1
953021,"1","1","1","0","2","2",0.473931649437235,"1","1","0","1",10238,"12000","0","0","0","0",0
462465,"0","1","1","0","1","1",0.525032758615479,"0","0","0","1",10238,"11000","0","0","0","0",1
617007,"2","1","1","1","2","3",0.512846136417946,"1","1","1","1",10238,"10000","0","4","0","2",0
560773,"2","1","1","1","2","3",0.6624617559275,"1","1","1","0",10238,"13000","0","1","0","1",0
438008,"2","0","1","2","1","3",0.556413315235535,"1","0","0","0",10238,"17000","0","1","0","4",0
212573,"0","0","0","0","1","0",0.267346658506187,"0","0","0","0",10238,"17000","0","0","0","0",0
492516,"3","0","1","3","2","3",0.809411259051331,"1","0","1","1",10238,"9000","0","5","0","4",0
538225,"0","0","1","0","0","0",0.367943547991776,"0","1","1","1",10238,"11000","0","0","0","0",0
658402,"3","0","1","3","2","3",0.503354711199134,"0","0","0","1",10238,"11000","0","5","0","3",0
